id,prd,prc,bgn,min,max,cnt,cum,code,traded_at,created_at,updated_at
304557,1,154,154,154,154,0,141407,900110,"2021-10-12 09:32:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304556,1,154,154,154,154,0,141407,900110,"2021-10-12 09:33:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304555,1,155,155,155,155,10,141417,900110,"2021-10-12 09:34:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304554,1,155,155,155,155,15,141432,900110,"2021-10-12 09:35:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304553,1,154,154,154,154,20,141452,900110,"2021-10-12 09:36:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304552,1,154,154,154,154,74,141526,900110,"2021-10-12 09:37:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304551,1,154,154,154,154,0,141526,900110,"2021-10-12 09:38:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304550,1,154,154,154,154,1337,142863,900110,"2021-10-12 09:39:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304549,1,154,154,154,154,0,142863,900110,"2021-10-12 09:40:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304548,1,154,154,154,154,249,143112,900110,"2021-10-12 09:41:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304547,1,154,154,154,154,34,143146,900110,"2021-10-12 09:42:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304546,1,154,154,154,154,0,143146,900110,"2021-10-12 09:43:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304545,1,155,155,155,155,1000,144146,900110,"2021-10-12 09:44:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304544,1,155,155,155,155,6000,150146,900110,"2021-10-12 09:45:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304543,1,155,155,155,155,1,150147,900110,"2021-10-12 09:46:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304542,1,155,155,155,155,70,150217,900110,"2021-10-12 09:47:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304541,1,155,155,155,155,80,150297,900110,"2021-10-12 09:48:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304540,1,155,155,155,155,0,150297,900110,"2021-10-12 09:49:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304539,1,155,155,155,155,0,150297,900110,"2021-10-12 09:50:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304538,1,154,155,154,155,186,150483,900110,"2021-10-12 09:51:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304537,1,154,154,154,154,0,150483,900110,"2021-10-12 09:52:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304536,1,154,154,154,154,0,150483,900110,"2021-10-12 09:53:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304535,1,154,154,154,154,12889,163372,900110,"2021-10-12 09:54:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304534,1,154,154,154,154,0,163372,900110,"2021-10-12 09:55:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304533,1,154,154,154,154,92,163464,900110,"2021-10-12 09:56:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304532,1,154,154,154,154,0,163464,900110,"2021-10-12 09:57:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304531,1,154,154,154,154,0,163464,900110,"2021-10-12 09:58:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304530,1,154,154,154,154,0,163464,900110,"2021-10-12 09:59:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304529,1,154,154,154,154,0,163464,900110,"2021-10-12 10:00:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304528,1,154,154,154,154,96,163560,900110,"2021-10-12 10:01:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304527,1,154,154,154,154,0,163560,900110,"2021-10-12 10:02:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304526,1,154,154,154,154,0,163560,900110,"2021-10-12 10:03:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304525,1,154,154,154,154,0,163560,900110,"2021-10-12 10:04:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304524,1,154,154,154,154,0,163560,900110,"2021-10-12 10:05:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304523,1,154,154,154,155,10832,174392,900110,"2021-10-12 10:06:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304522,1,154,154,154,154,0,174392,900110,"2021-10-12 10:07:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304521,1,153,154,153,154,5529,179921,900110,"2021-10-12 10:08:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304520,1,153,153,153,153,0,179921,900110,"2021-10-12 10:09:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304519,1,154,154,154,154,228,180149,900110,"2021-10-12 10:10:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304518,1,153,153,153,153,104,180253,900110,"2021-10-12 10:11:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304517,1,153,153,153,153,616,180869,900110,"2021-10-12 10:12:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304516,1,153,153,153,153,0,180869,900110,"2021-10-12 10:13:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304515,1,153,153,153,153,0,180869,900110,"2021-10-12 10:14:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304514,1,153,153,153,153,2694,183563,900110,"2021-10-12 10:15:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304513,1,153,153,153,153,4,183567,900110,"2021-10-12 10:16:00","2022-11-09 09:51:07","2022-11-09 09:51:07"
304512,1,153,153,153,154,142,183709,900110,"2021-10-12 10:17:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304511,1,153,153,153,153,391,184100,900110,"2021-10-12 10:18:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304510,1,153,153,153,153,0,184100,900110,"2021-10-12 10:19:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304509,1,154,154,154,154,2,184102,900110,"2021-10-12 10:20:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304508,1,154,154,154,154,0,184102,900110,"2021-10-12 10:21:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304507,1,154,154,154,154,500,184602,900110,"2021-10-12 10:22:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304506,1,154,154,154,154,0,184602,900110,"2021-10-12 10:23:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304505,1,154,154,154,154,0,184602,900110,"2021-10-12 10:24:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304504,1,154,154,154,154,1,184603,900110,"2021-10-12 10:25:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304503,1,154,154,154,154,1295,185898,900110,"2021-10-12 10:26:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304502,1,154,153,153,154,104,186002,900110,"2021-10-12 10:27:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304501,1,154,154,154,154,0,186002,900110,"2021-10-12 10:28:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304500,1,153,153,153,153,192,186194,900110,"2021-10-12 10:29:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304499,1,154,154,154,154,2,186196,900110,"2021-10-12 10:30:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304498,1,153,153,153,153,10096,196292,900110,"2021-10-12 10:31:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304497,1,153,153,153,153,0,196292,900110,"2021-10-12 10:32:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304496,1,153,153,153,153,0,196292,900110,"2021-10-12 10:33:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304495,1,154,154,153,154,13,196305,900110,"2021-10-12 10:34:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304494,1,154,154,154,154,0,196305,900110,"2021-10-12 10:35:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304493,1,153,153,153,153,6861,203166,900110,"2021-10-12 10:36:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304492,1,154,154,154,154,2000,205166,900110,"2021-10-12 10:37:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304491,1,154,154,154,154,0,205166,900110,"2021-10-12 10:38:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304490,1,154,154,154,154,0,205166,900110,"2021-10-12 10:39:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304489,1,154,154,154,154,20000,225166,900110,"2021-10-12 10:40:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304488,1,154,154,154,154,0,225166,900110,"2021-10-12 10:41:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304487,1,153,153,153,153,18,225184,900110,"2021-10-12 10:42:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304486,1,153,154,153,154,2,225186,900110,"2021-10-12 10:43:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304485,1,154,153,153,154,6372,231558,900110,"2021-10-12 10:44:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304484,1,154,154,154,154,124,231682,900110,"2021-10-12 10:45:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304483,1,154,154,154,154,49,231731,900110,"2021-10-12 10:46:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304482,1,154,154,154,154,0,231731,900110,"2021-10-12 10:47:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304481,1,154,154,154,154,0,231731,900110,"2021-10-12 10:48:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304480,1,154,154,154,154,61,231792,900110,"2021-10-12 10:49:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304479,1,154,154,154,154,13109,244901,900110,"2021-10-12 10:50:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304478,1,154,154,154,154,0,244901,900110,"2021-10-12 10:51:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304477,1,154,154,154,154,259,245160,900110,"2021-10-12 10:52:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304476,1,154,154,154,154,4000,249160,900110,"2021-10-12 10:53:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304475,1,155,155,155,155,8,249168,900110,"2021-10-12 10:54:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304474,1,155,155,155,155,0,249168,900110,"2021-10-12 10:55:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304473,1,154,154,154,154,92,249260,900110,"2021-10-12 10:56:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304472,1,154,154,154,154,0,249260,900110,"2021-10-12 10:57:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304471,1,154,154,154,154,0,249260,900110,"2021-10-12 10:58:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304470,1,154,154,154,154,2021,251281,900110,"2021-10-12 10:59:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304469,1,154,154,154,154,300,251581,900110,"2021-10-12 11:00:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304468,1,153,153,153,153,96,251677,900110,"2021-10-12 11:01:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304467,1,153,153,153,153,0,251677,900110,"2021-10-12 11:02:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304466,1,153,153,153,153,0,251677,900110,"2021-10-12 11:03:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304465,1,154,154,154,154,2,251679,900110,"2021-10-12 11:04:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304464,1,154,154,154,154,0,251679,900110,"2021-10-12 11:05:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304463,1,154,154,154,154,0,251679,900110,"2021-10-12 11:06:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304462,1,153,153,153,153,1,251680,900110,"2021-10-12 11:07:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304461,1,153,153,153,153,20,251700,900110,"2021-10-12 11:08:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304460,1,153,153,153,153,76,251776,900110,"2021-10-12 11:09:00","2022-11-09 09:51:06","2022-11-09 09:51:06"
304459,1,153,153,153,153,0,251776,900110,"2021-10-12 11:10:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304458,1,153,153,153,153,96,251872,900110,"2021-10-12 11:11:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304457,1,153,153,153,153,0,251872,900110,"2021-10-12 11:12:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304456,1,153,153,153,153,0,251872,900110,"2021-10-12 11:13:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304455,1,153,153,153,153,0,251872,900110,"2021-10-12 11:14:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304454,1,153,153,153,153,0,251872,900110,"2021-10-12 11:15:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304453,1,153,153,153,153,105,251977,900110,"2021-10-12 11:16:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304452,1,153,153,153,153,0,251977,900110,"2021-10-12 11:17:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304451,1,154,154,154,154,2,251979,900110,"2021-10-12 11:18:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304450,1,154,154,154,154,125,252104,900110,"2021-10-12 11:19:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304449,1,154,154,154,154,90,252194,900110,"2021-10-12 11:20:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304448,1,154,154,154,154,0,252194,900110,"2021-10-12 11:21:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304447,1,153,153,153,153,96,252290,900110,"2021-10-12 11:22:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304446,1,154,154,154,154,708,252998,900110,"2021-10-12 11:23:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304445,1,154,154,154,154,900,253898,900110,"2021-10-12 11:24:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304444,1,154,154,154,154,0,253898,900110,"2021-10-12 11:25:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304443,1,154,154,154,154,96,253994,900110,"2021-10-12 11:26:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304442,1,155,155,155,155,16,254010,900110,"2021-10-12 11:27:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304441,1,155,155,155,155,3,254013,900110,"2021-10-12 11:28:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304440,1,155,155,155,155,1,254014,900110,"2021-10-12 11:29:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304439,1,155,154,154,155,3,254017,900110,"2021-10-12 11:30:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304438,1,154,154,154,154,1095,255112,900110,"2021-10-12 11:31:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304437,1,154,154,154,154,0,255112,900110,"2021-10-12 11:32:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304436,1,154,154,154,154,0,255112,900110,"2021-10-12 11:33:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304435,1,154,154,154,154,0,255112,900110,"2021-10-12 11:34:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304434,1,154,154,154,154,0,255112,900110,"2021-10-12 11:35:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304433,1,154,154,154,154,8014,263126,900110,"2021-10-12 11:36:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304432,1,155,155,155,155,5,263131,900110,"2021-10-12 11:37:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304431,1,155,155,155,155,0,263131,900110,"2021-10-12 11:38:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304430,1,155,155,155,155,814,263945,900110,"2021-10-12 11:39:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304429,1,154,155,154,155,845,264790,900110,"2021-10-12 11:40:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304428,1,154,154,154,154,8039,272829,900110,"2021-10-12 11:41:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304427,1,154,154,154,154,0,272829,900110,"2021-10-12 11:42:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304426,1,154,154,154,154,5,272834,900110,"2021-10-12 11:43:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304425,1,154,154,154,154,0,272834,900110,"2021-10-12 11:44:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304424,1,154,154,154,154,0,272834,900110,"2021-10-12 11:45:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304423,1,154,154,154,154,0,272834,900110,"2021-10-12 11:46:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304422,1,154,154,154,154,6,272840,900110,"2021-10-12 11:47:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304421,1,154,154,154,154,1,272841,900110,"2021-10-12 11:48:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304420,1,154,154,154,154,0,272841,900110,"2021-10-12 11:49:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304419,1,154,154,154,154,0,272841,900110,"2021-10-12 11:50:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304418,1,154,154,154,154,0,272841,900110,"2021-10-12 11:51:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304417,1,154,154,154,154,0,272841,900110,"2021-10-12 11:52:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304416,1,154,154,154,154,0,272841,900110,"2021-10-12 11:53:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304415,1,154,154,154,154,277,273118,900110,"2021-10-12 11:54:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304414,1,154,154,154,154,199,273317,900110,"2021-10-12 11:55:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304413,1,154,154,154,154,92,273409,900110,"2021-10-12 11:56:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304412,1,154,154,154,154,0,273409,900110,"2021-10-12 11:57:00","2022-11-09 09:51:05","2022-11-09 09:51:05"
304411,1,154,154,154,154,0,273409,900110,"2021-10-12 11:58:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304410,1,154,154,154,154,0,273409,900110,"2021-10-12 11:59:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304409,1,154,154,154,154,0,273409,900110,"2021-10-12 12:00:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304408,1,154,154,154,154,96,273505,900110,"2021-10-12 12:01:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304407,1,155,155,155,155,10,273515,900110,"2021-10-12 12:02:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304406,1,155,155,155,155,0,273515,900110,"2021-10-12 12:03:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304405,1,155,155,155,155,0,273515,900110,"2021-10-12 12:04:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304404,1,155,155,155,155,0,273515,900110,"2021-10-12 12:05:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304403,1,155,155,155,155,0,273515,900110,"2021-10-12 12:06:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304402,1,154,154,154,154,20,273535,900110,"2021-10-12 12:07:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304401,1,154,154,154,154,76,273611,900110,"2021-10-12 12:08:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304400,1,155,155,155,155,1,273612,900110,"2021-10-12 12:09:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304399,1,155,155,155,155,0,273612,900110,"2021-10-12 12:10:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304398,1,154,154,154,154,96,273708,900110,"2021-10-12 12:11:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304397,1,155,155,155,155,1,273709,900110,"2021-10-12 12:12:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304396,1,155,155,155,155,0,273709,900110,"2021-10-12 12:13:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304395,1,155,155,155,155,0,273709,900110,"2021-10-12 12:14:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304394,1,155,155,155,155,0,273709,900110,"2021-10-12 12:15:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304393,1,154,154,154,154,96,273805,900110,"2021-10-12 12:16:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304392,1,155,155,155,155,1,273806,900110,"2021-10-12 12:17:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304391,1,155,155,155,155,0,273806,900110,"2021-10-12 12:18:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304390,1,155,154,154,155,51,273857,900110,"2021-10-12 12:19:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304389,1,155,155,155,155,9,273866,900110,"2021-10-12 12:20:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304388,1,154,155,154,155,17,273883,900110,"2021-10-12 12:21:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304387,1,155,155,154,155,262,274145,900110,"2021-10-12 12:22:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304386,1,155,155,155,155,0,274145,900110,"2021-10-12 12:23:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304385,1,155,155,155,155,0,274145,900110,"2021-10-12 12:24:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304384,1,155,155,155,155,0,274145,900110,"2021-10-12 12:25:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304383,1,155,154,154,155,10598,284743,900110,"2021-10-12 12:26:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304382,1,155,155,155,155,0,284743,900110,"2021-10-12 12:27:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304381,1,155,155,155,155,0,284743,900110,"2021-10-12 12:28:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304380,1,155,155,155,155,0,284743,900110,"2021-10-12 12:29:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304379,1,155,155,155,155,0,284743,900110,"2021-10-12 12:30:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304378,1,155,154,154,155,36,284779,900110,"2021-10-12 12:31:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304377,1,155,154,154,155,2061,286840,900110,"2021-10-12 12:32:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304376,1,155,155,155,155,20,286860,900110,"2021-10-12 12:33:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304375,1,155,155,155,155,40,286900,900110,"2021-10-12 12:34:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304374,1,155,155,155,155,0,286900,900110,"2021-10-12 12:35:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304373,1,154,154,154,154,93,286993,900110,"2021-10-12 12:36:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304372,1,155,155,155,155,1,286994,900110,"2021-10-12 12:37:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304371,1,155,155,155,155,0,286994,900110,"2021-10-12 12:38:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304370,1,155,155,155,155,0,286994,900110,"2021-10-12 12:39:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304369,1,155,155,155,155,0,286994,900110,"2021-10-12 12:40:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304368,1,155,155,155,155,0,286994,900110,"2021-10-12 12:41:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304367,1,155,155,155,155,0,286994,900110,"2021-10-12 12:42:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
304366,1,155,155,155,155,0,286994,900110,"2021-10-12 12:43:00","2022-11-09 09:51:04","2022-11-09 09:51:04"
